msg_id,context_groups
420210,0
420211,0
420212,0
420214,0
420215,0
420216,0
420217,0
420218,0
420219,0
420220,0
420221,0
420222,0
420223,0
420224,0
420225,0
420226,0
420227,0
420228,0
420229,0
420230,0
420231,0
420232,0
420233,0
420236,0
420237,0
420238,0
420239,0
420240,0
420241,0
420243,0
420245,0
420246,0
420248,0
420249,0
420250,0
420252,0
420253,0
420254,0
420255,0
420256,0
420257,0
420258,0
420259,0
420260,0
420261,0
420262,0
420263,0
420264,0
420265,0
420267,0
420269,0
420270,0
420271,0
420272,0
420273,0
420274,0
420275,0
420276,0
420277,0
420278,0
420279,0
420280,0
420281,0
420282,0
420283,0
420284,0
420285,0
420286,0
420287,0
420288,0
420289,0
420290,0
420291,0
420292,0
420293,0
420294,0
420295,0
420297,0
420298,0
420299,0
420300,0
420301,0
420302,0
420307,0
420308,0
420309,0
420310,0
420311,0
420312,0
420313,0
420314,0
420315,0
420316,0
420317,0
420318,0
420319,0
420320,0
420321,0
420322,0
420323,0
420324,0
420325,0
420329,0
420330,0
420331,0
420332,0
420333,0
420334,0
420335,0
420336,0
420337,0
420338,0
420339,0
420340,0
420341,0
420342,0
420343,0
420344,0
420345,0
420346,0
420347,0
420348,0
420349,0
420350,0
420351,0
420352,0
420353,0
420354,0
420355,0
420356,0
420357,0
420358,0
420359,0
420360,0
420361,0
420362,0
420363,0
420365,0
420366,0
420367,0
420368,0
420370,0
420372,0
420373,0
420374,0
420375,0
420376,0
420377,0
420378,0
420379,0
420380,0
420381,0
420382,0
420383,0
420384,0
420385,0
420386,0
420387,0
420388,0
420389,0
420390,0
420391,0
420392,0
420393,0
420394,0
420395,0
420396,0
420397,0
420398,0
420399,0
420400,0
420401,0
420402,0
420403,0
420404,0
420405,0
420408,0
420409,0
420411,0
420413,0
420414,0
420415,0
420416,0
420417,0
420418,0
420419,0
420420,0
420421,0
420422,0
420423,0
420424,0
420426,0
420427,0
420428,0
420429,0
420432,0
420435,0
420436,0
420437,0
420438,0
420439,0
420440,0
420441,0
420442,0
420443,0
420444,0
420445,0
420446,0
420447,0
420448,0
420449,0
420450,0
420451,0
420452,0
420453,0
420454,0
420455,0
420457,0
420458,0
420459,0
420460,0
420461,0
420462,0
420463,0
420464,0
420465,0
420466,0
420467,0
420469,0
420470,0
420471,0
420472,0
420473,0
420474,0
420475,0
420476,0
420477,0
420479,0
420480,0
420482,0
420483,0
420484,0
420485,0
420486,0
420487,0
420488,0
420489,0
420490,0
420491,0
420492,0
420493,0
420494,0
420495,0
420496,0
420497,0
420498,0
420499,0
420500,0
420501,0
420502,0
420503,0
420504,0
420505,0
420506,0
420507,0
420508,0
420509,0
420510,0
420511,0
420512,0
420513,0
420514,0
420515,0
420516,0
420517,0
420518,0
420519,0
420520,0
420521,0
420522,0
420523,0
420524,0
420525,0
420527,0
420528,0
420529,0
420530,0
420531,0
420532,0
420533,0
420534,0
420535,0
420536,0
420537,0
420538,0
420539,0
420540,0
420541,0
420542,0
420543,0
420544,0
420545,0
420546,0
420547,0
420548,0
420550,0
420551,0
420552,0
420553,0
420554,0
420555,0
420556,0
420557,0
420558,0
420559,0
420560,0
420561,0
420562,0
420563,0
420564,0
420565,1
420566,1
420567,1
420568,1
420570,1
420573,1
420574,1
420575,1
420576,1
420577,1
420578,1
420579,1
420580,1
420581,1
420582,1
420583,1
420585,1
420588,1
420589,1
420593,1
420595,1
420596,1
420597,1
420600,1
420602,1
420603,1
420604,1
420605,1
420606,1
420607,1
420609,1
420610,1
420611,1
420612,1
420613,1
420614,1
420615,1
420616,1
420617,1
420618,1
420619,1
420620,1
420621,1
420622,1
420623,1
420624,1
420625,1
420626,1
420627,1
420628,1
420629,1
420630,1
420631,1
420632,1
420633,1
420634,1
420635,1
420636,1
420637,1
420638,1
420639,1
420640,1
420641,1
420642,1
420643,1
420644,1
420645,1
420646,1
420647,1
420648,1
420649,1
420650,1
420651,1
420652,1
420653,1
420654,1
420655,1
420656,1
420657,1
420658,1
420659,1
420660,1
420661,1
420662,1
420663,1
420664,1
420665,1
420666,1
420667,1
420668,1
420669,1
420670,1
420671,1
420672,1
420673,1
420674,1
420675,1
420676,1
420677,1
420678,1
420679,1
420680,1
420681,1
420682,1
420683,1
420684,1
420686,1
420687,1
420688,1
420689,1
420690,1
420691,1
420692,1
420693,1
420694,1
420695,1
420696,1
420698,1
420699,1
420700,1
420701,1
420702,1
420703,1
420704,1
420705,1
420706,1
420707,1
420708,1
420709,1
420710,1
420711,1
420712,1
420713,1
420714,1
420715,1
420716,1
420717,1
420719,1
420720,1
420722,1
420723,1
420724,1
420725,1
420726,1
420727,1
420728,1
420729,1
420731,1
420732,1
420733,1
420734,1
420735,1
420736,1
420737,1
420738,1
420739,1
420740,1
420741,1
420742,1
420744,1
420745,1
420746,1
420750,1
420753,1
420757,1
420758,1
420759,1
420761,1
420762,1
420763,1
420764,1
420765,1
420766,1
420767,1
420769,1
420770,1
420771,1
420773,1
420774,1
420775,1
420777,1
